,title,title_detail_type,title_detail_language,title_detail_base,title_detail_value,links_rel,links_type,links_href,link,published,published_parsed,summary,summary_detail_type,summary_detail_language,summary_detail_base,summary_detail_value,id,guidislink,source
20,Smith to Exhibit at IAITAM European ACE 2019 – Booth 9,text/plain,,http://www.prweb.com/rss2/daily.xml,Smith to Exhibit at IAITAM European ACE 2019 – Booth 9,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16698248/tN_129907_NewsImage_vcsPRAsset_923921_129907_c4c6c197-6e33-4633-b14a-8f068be6bbe8_0.png,https://www.prweb.com/releases/smith_to_exhibit_at_iaitam_european_ace_2019_booth_9/prweb16698248.htm,"Tue, 05 Nov 2019 09:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Smith will highlight its global ITAD solutions at this key regional event</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/smith_to_exhibit_at_iaitam_european_ace_2019_booth_9/prweb16698248.htm"" rel=""nofollow"">https://www.prweb.com/releases/smith_to_exhibit_at_iaitam_european_ace_2019_booth_9/prweb16698248.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Smith will highlight its global ITAD solutions at this key regional event</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/smith_to_exhibit_at_iaitam_european_ace_2019_booth_9/prweb16698248.htm"" rel=""nofollow"">https://www.prweb.com/releases/smith_to_exhibit_at_iaitam_european_ace_2019_booth_9/prweb16698248.htm</a></p>",https://www.prweb.com/releases/smith_to_exhibit_at_iaitam_european_ace_2019_booth_9/prweb16698248.htm,False,prweb
19,"StorageUnits.com Names Top Storage Facilities in Colorado Springs, CO for 2019",text/plain,,http://www.prweb.com/rss2/daily.xml,"StorageUnits.com Names Top Storage Facilities in Colorado Springs, CO for 2019",enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16698351/tN_136842_NewsImage_vcsPRAsset_3567524_136842_89eb01b9-23d8-4433-89a4-1d3bdba45b04_0.png,https://www.prweb.com/releases/storageunits_com_names_top_storage_facilities_in_colorado_springs_co_for_2019/prweb16698351.htm,"Tue, 05 Nov 2019 09:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=9, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Online guide provides access to best local storage options with a variety of services</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/storageunits_com_names_top_storage_facilities_in_colorado_springs_co_for_2019/prweb16698351.htm"" rel=""nofollow"">https://www.prweb.com/releases/storageunits_com_names_top_storage_facilities_in_colorado_springs_co_for_2019/prweb16698351.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Online guide provides access to best local storage options with a variety of services</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/storageunits_com_names_top_storage_facilities_in_colorado_springs_co_for_2019/prweb16698351.htm"" rel=""nofollow"">https://www.prweb.com/releases/storageunits_com_names_top_storage_facilities_in_colorado_springs_co_for_2019/prweb16698351.htm</a></p>",https://www.prweb.com/releases/storageunits_com_names_top_storage_facilities_in_colorado_springs_co_for_2019/prweb16698351.htm,False,prweb
33,"Get the beautiful look of stone without the hit to the budget or the environment, by EP Henry",text/plain,,http://www.prweb.com/rss2/daily.xml,"Get the beautiful look of stone without the hit to the budget or the environment, by EP Henry",alternate,text/html,https://www.prweb.com/releases/get_the_beautiful_look_of_stone_without_the_hit_to_the_budget_or_the_environment_by_ep_henry/prweb16694051.htm,https://www.prweb.com/releases/get_the_beautiful_look_of_stone_without_the_hit_to_the_budget_or_the_environment_by_ep_henry/prweb16694051.htm,"Tue, 05 Nov 2019 08:30:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=30, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>The natural and ageless look of stone can be achieved without mining the earth or digging into bank accounts.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/get_the_beautiful_look_of_stone_without_the_hit_to_the_budget_or_the_environment_by_ep_henry/prweb16694051.htm"" rel=""nofollow"">https://www.prweb.com/releases/get_the_beautiful_look_of_stone_without_the_hit_to_the_budget_or_the_environment_by_ep_henry/prweb16694051.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>The natural and ageless look of stone can be achieved without mining the earth or digging into bank accounts.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/get_the_beautiful_look_of_stone_without_the_hit_to_the_budget_or_the_environment_by_ep_henry/prweb16694051.htm"" rel=""nofollow"">https://www.prweb.com/releases/get_the_beautiful_look_of_stone_without_the_hit_to_the_budget_or_the_environment_by_ep_henry/prweb16694051.htm</a></p>",https://www.prweb.com/releases/get_the_beautiful_look_of_stone_without_the_hit_to_the_budget_or_the_environment_by_ep_henry/prweb16694051.htm,False,prweb
24,Master’s Entry Program in Nursing Announcement for Career Changers,text/plain,,http://www.prweb.com/rss2/daily.xml,Master’s Entry Program in Nursing Announcement for Career Changers,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16697029/tN_97712_NewsImage_vcsPRAsset_820865_97712_0071d9c3-36a8-495f-8abb-6899fad6060c_0.png,https://www.prweb.com/releases/masters_entry_program_in_nursing_announcement_for_career_changers/prweb16697029.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>The Murray campus at Eagle Gate College now offers an MEPN program with a coveted master&#39;s degree</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/masters_entry_program_in_nursing_announcement_for_career_changers/prweb16697029.htm"" rel=""nofollow"">https://www.prweb.com/releases/masters_entry_program_in_nursing_announcement_for_career_changers/prweb16697029.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>The Murray campus at Eagle Gate College now offers an MEPN program with a coveted master&#39;s degree</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/masters_entry_program_in_nursing_announcement_for_career_changers/prweb16697029.htm"" rel=""nofollow"">https://www.prweb.com/releases/masters_entry_program_in_nursing_announcement_for_career_changers/prweb16697029.htm</a></p>",https://www.prweb.com/releases/masters_entry_program_in_nursing_announcement_for_career_changers/prweb16697029.htm,False,prweb
22,Hudson Cemetery & Crematory Begins Building Crematory and Mausoleum,text/plain,,http://www.prweb.com/rss2/daily.xml,Hudson Cemetery & Crematory Begins Building Crematory and Mausoleum,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16697356/tN_142189_NewsImage_vcsPRAsset_858386_142189_018ffed1-b08c-4325-a1cd-837969f949d6_0.png,https://www.prweb.com/releases/hudson_cemetery_crematory_begins_building_crematory_and_mausoleum/prweb16697356.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Louis Cicalese, Cemetery President announced the completion of the crematory foundation work and mausoleum concrete work at Hudson County’s Hudson Cemetery &amp; Crematory.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/hudson_cemetery_crematory_begins_building_crematory_and_mausoleum/prweb16697356.htm"" rel=""nofollow"">https://www.prweb.com/releases/hudson_cemetery_crematory_begins_building_crematory_and_mausoleum/prweb16697356.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Louis Cicalese, Cemetery President announced the completion of the crematory foundation work and mausoleum concrete work at Hudson County’s Hudson Cemetery &amp; Crematory.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/hudson_cemetery_crematory_begins_building_crematory_and_mausoleum/prweb16697356.htm"" rel=""nofollow"">https://www.prweb.com/releases/hudson_cemetery_crematory_begins_building_crematory_and_mausoleum/prweb16697356.htm</a></p>",https://www.prweb.com/releases/hudson_cemetery_crematory_begins_building_crematory_and_mausoleum/prweb16697356.htm,False,prweb
7,"National Senior Pro Rodeo Association to hold finals in Duncan, the Heart of the Chisholm Trail",text/plain,,http://www.prweb.com/rss2/daily.xml,"National Senior Pro Rodeo Association to hold finals in Duncan, the Heart of the Chisholm Trail",enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16695901/tN_154863_11986386_1636989503228143_1090607282140923115_n.png,https://www.prweb.com/releases/national_senior_pro_rodeo_association_to_hold_finals_in_duncan_the_heart_of_the_chisholm_trail/prweb16695901.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>NSPRA Rodeo Finals scheduled for November 4-9, 2019 at the Stephens County Fair &amp; Expo Center</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/national_senior_pro_rodeo_association_to_hold_finals_in_duncan_the_heart_of_the_chisholm_trail/prweb16695901.htm"" rel=""nofollow"">https://www.prweb.com/releases/national_senior_pro_rodeo_association_to_hold_finals_in_duncan_the_heart_of_the_chisholm_trail/prweb16695901.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>NSPRA Rodeo Finals scheduled for November 4-9, 2019 at the Stephens County Fair &amp; Expo Center</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/national_senior_pro_rodeo_association_to_hold_finals_in_duncan_the_heart_of_the_chisholm_trail/prweb16695901.htm"" rel=""nofollow"">https://www.prweb.com/releases/national_senior_pro_rodeo_association_to_hold_finals_in_duncan_the_heart_of_the_chisholm_trail/prweb16695901.htm</a></p>",https://www.prweb.com/releases/national_senior_pro_rodeo_association_to_hold_finals_in_duncan_the_heart_of_the_chisholm_trail/prweb16695901.htm,False,prweb
6,"TEKLYNX Print Automation Solution, SENTINEL, Increases Print Speed & Labeling Accuracy for the Nation’s Largest Food Industry Redistributor, Dot Foods",text/plain,,http://www.prweb.com/rss2/daily.xml,"TEKLYNX Print Automation Solution, SENTINEL, Increases Print Speed & Labeling Accuracy for the Nation’s Largest Food Industry Redistributor, Dot Foods",enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16696208/tN_105799_NewsImage_vcsPRAsset_3079290_105799_ca4c79fb-1c89-40fb-ab06-fbb166fbc8e0_0.png,https://www.prweb.com/releases/teklynx_print_automation_solution_sentinel_increases_print_speed_labeling_accuracy_for_the_nations_largest_food_industry_redistributor_dot_foods/prweb16696208.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>SENTINEL label print automation software automated instantaneous label print jobs for 300+ printers within 14 distribution centers across North America</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/teklynx_print_automation_solution_sentinel_increases_print_speed_labeling_accuracy_for_the_nations_largest_food_industry_redistributor_dot_foods/prweb16696208.htm"" rel=""nofollow"">https://www.prweb.com/releases/teklynx_print_automation_solution_sentinel_increases_print_speed_labeling_accuracy_for_the_nations_largest_food_industry_redistributor_dot_foods/prweb16696208.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>SENTINEL label print automation software automated instantaneous label print jobs for 300+ printers within 14 distribution centers across North America</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/teklynx_print_automation_solution_sentinel_increases_print_speed_labeling_accuracy_for_the_nations_largest_food_industry_redistributor_dot_foods/prweb16696208.htm"" rel=""nofollow"">https://www.prweb.com/releases/teklynx_print_automation_solution_sentinel_increases_print_speed_labeling_accuracy_for_the_nations_largest_food_industry_redistributor_dot_foods/prweb16696208.htm</a></p>",https://www.prweb.com/releases/teklynx_print_automation_solution_sentinel_increases_print_speed_labeling_accuracy_for_the_nations_largest_food_industry_redistributor_dot_foods/prweb16696208.htm,False,prweb
5,Clarion Safety to Sponsor AFIA’s 2019 Equipment Manufacturers Conference,text/plain,,http://www.prweb.com/rss2/daily.xml,Clarion Safety to Sponsor AFIA’s 2019 Equipment Manufacturers Conference,enclosure,text/html,//ww1.prweb.com/prfiles/2017/10/30/16696449/tN_100784_Best%20Practice%20Safety%20Label%20-%20EMC%2021.png,https://www.prweb.com/releases/clarion_safety_to_sponsor_afias_2019_equipment_manufacturers_conference/prweb16696449.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>In line with Clarion Safety’s commitment to safety, the company will be sponsoring the American Feed Industry Association’s (AFIA) Equipment Manufacturers Conference (EMC), being held November 6 to 8 in Marco Island, Florida.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/clarion_safety_to_sponsor_afias_2019_equipment_manufacturers_conference/prweb16696449.htm"" rel=""nofollow"">https://www.prweb.com/releases/clarion_safety_to_sponsor_afias_2019_equipment_manufacturers_conference/prweb16696449.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>In line with Clarion Safety’s commitment to safety, the company will be sponsoring the American Feed Industry Association’s (AFIA) Equipment Manufacturers Conference (EMC), being held November 6 to 8 in Marco Island, Florida.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/clarion_safety_to_sponsor_afias_2019_equipment_manufacturers_conference/prweb16696449.htm"" rel=""nofollow"">https://www.prweb.com/releases/clarion_safety_to_sponsor_afias_2019_equipment_manufacturers_conference/prweb16696449.htm</a></p>",https://www.prweb.com/releases/clarion_safety_to_sponsor_afias_2019_equipment_manufacturers_conference/prweb16696449.htm,False,prweb
30,Enhanced Retail Solutions Announces “Item Planner” Ladder Planning Tool Upgrade,text/plain,,http://www.prweb.com/rss2/daily.xml,Enhanced Retail Solutions Announces “Item Planner” Ladder Planning Tool Upgrade,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/03/16694871/tN_87591_IP%20Active%20Plan.png,https://www.prweb.com/releases/enhanced_retail_solutions_announces_item_planner_ladder_planning_tool_upgrade/prweb16694871.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>The new version will offer more tools based on large client requests.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/enhanced_retail_solutions_announces_item_planner_ladder_planning_tool_upgrade/prweb16694871.htm"" rel=""nofollow"">https://www.prweb.com/releases/enhanced_retail_solutions_announces_item_planner_ladder_planning_tool_upgrade/prweb16694871.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>The new version will offer more tools based on large client requests.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/enhanced_retail_solutions_announces_item_planner_ladder_planning_tool_upgrade/prweb16694871.htm"" rel=""nofollow"">https://www.prweb.com/releases/enhanced_retail_solutions_announces_item_planner_ladder_planning_tool_upgrade/prweb16694871.htm</a></p>",https://www.prweb.com/releases/enhanced_retail_solutions_announces_item_planner_ladder_planning_tool_upgrade/prweb16694871.htm,False,prweb
4,Golden Bean Award Winners Headline November Menu at Crimson Cup Coffee Houses,text/plain,,http://www.prweb.com/rss2/daily.xml,Golden Bean Award Winners Headline November Menu at Crimson Cup Coffee Houses,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16696731/tN_154098_NewsImage_vcsPRAsset_1153640_154098_34f3491f-a28d-4e62-ae60-f428a9046b3e_0.png,https://www.prweb.com/releases/golden_bean_award_winners_headline_november_menu_at_crimson_cup_coffee_houses/prweb16696731.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>This November, head to your nearest Crimson Cup Coffee House to warm up with award-winning coffee, lattes, espresso and other specialty coffee drinks.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/golden_bean_award_winners_headline_november_menu_at_crimson_cup_coffee_houses/prweb16696731.htm"" rel=""nofollow"">https://www.prweb.com/releases/golden_bean_award_winners_headline_november_menu_at_crimson_cup_coffee_houses/prweb16696731.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>This November, head to your nearest Crimson Cup Coffee House to warm up with award-winning coffee, lattes, espresso and other specialty coffee drinks.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/golden_bean_award_winners_headline_november_menu_at_crimson_cup_coffee_houses/prweb16696731.htm"" rel=""nofollow"">https://www.prweb.com/releases/golden_bean_award_winners_headline_november_menu_at_crimson_cup_coffee_houses/prweb16696731.htm</a></p>",https://www.prweb.com/releases/golden_bean_award_winners_headline_november_menu_at_crimson_cup_coffee_houses/prweb16696731.htm,False,prweb
3,Hilton Chicago Oak Brook Hills Resort’s Sarah Brown Receives Daily Herald Business Ledger’s Influential Women in Business Award,text/plain,,http://www.prweb.com/rss2/daily.xml,Hilton Chicago Oak Brook Hills Resort’s Sarah Brown Receives Daily Herald Business Ledger’s Influential Women in Business Award,enclosure,text/html,//ww1.prweb.com/prfiles/2019/11/04/16697851/tN_126494_NewsImage_vcsPRAsset_978835_126494_05aa7916-8000-4b7a-844a-13f2d6c8820a_0.png,https://www.prweb.com/releases/hilton_chicago_oak_brook_hills_resorts_sarah_brown_receives_daily_herald_business_ledgers_influential_women_in_business_award/prweb16697851.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>The Daily Herald Business Ledger selected Director of Human Resources at Hilton Chicago Oak Brook Hills Resort &amp; Conference Center Sarah Brown to receive the publication&#39;s Influential Women in Business Award (IWIB).</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/hilton_chicago_oak_brook_hills_resorts_sarah_brown_receives_daily_herald_business_ledgers_influential_women_in_business_award/prweb16697851.htm"" rel=""nofollow"">https://www.prweb.com/releases/hilton_chicago_oak_brook_hills_resorts_sarah_brown_receives_daily_herald_business_ledgers_influential_women_in_business_award/prweb16697851.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>The Daily Herald Business Ledger selected Director of Human Resources at Hilton Chicago Oak Brook Hills Resort &amp; Conference Center Sarah Brown to receive the publication&#39;s Influential Women in Business Award (IWIB).</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/hilton_chicago_oak_brook_hills_resorts_sarah_brown_receives_daily_herald_business_ledgers_influential_women_in_business_award/prweb16697851.htm"" rel=""nofollow"">https://www.prweb.com/releases/hilton_chicago_oak_brook_hills_resorts_sarah_brown_receives_daily_herald_business_ledgers_influential_women_in_business_award/prweb16697851.htm</a></p>",https://www.prweb.com/releases/hilton_chicago_oak_brook_hills_resorts_sarah_brown_receives_daily_herald_business_ledgers_influential_women_in_business_award/prweb16697851.htm,False,prweb
17,DTG Recycle Continues Rapid Expansion with Acquisition of the Anderson Rock and Demolition Pit,text/plain,,http://www.prweb.com/rss2/daily.xml,DTG Recycle Continues Rapid Expansion with Acquisition of the Anderson Rock and Demolition Pit,alternate,text/html,https://www.prweb.com/releases/dtg_recycle_continues_rapid_expansion_with_acquisition_of_the_anderson_rock_and_demolition_pit/prweb16664809.htm,https://www.prweb.com/releases/dtg_recycle_continues_rapid_expansion_with_acquisition_of_the_anderson_rock_and_demolition_pit/prweb16664809.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>Yakima landfill acquisition positions construction and demolition, industrial and manufacturing waste recycling company for growth.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/dtg_recycle_continues_rapid_expansion_with_acquisition_of_the_anderson_rock_and_demolition_pit/prweb16664809.htm"" rel=""nofollow"">https://www.prweb.com/releases/dtg_recycle_continues_rapid_expansion_with_acquisition_of_the_anderson_rock_and_demolition_pit/prweb16664809.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>Yakima landfill acquisition positions construction and demolition, industrial and manufacturing waste recycling company for growth.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/dtg_recycle_continues_rapid_expansion_with_acquisition_of_the_anderson_rock_and_demolition_pit/prweb16664809.htm"" rel=""nofollow"">https://www.prweb.com/releases/dtg_recycle_continues_rapid_expansion_with_acquisition_of_the_anderson_rock_and_demolition_pit/prweb16664809.htm</a></p>",https://www.prweb.com/releases/dtg_recycle_continues_rapid_expansion_with_acquisition_of_the_anderson_rock_and_demolition_pit/prweb16664809.htm,False,prweb
36,Emerald Professional Protection Products Reports - China Tariffs Start to Bite Infection Control Industry,text/plain,,http://www.prweb.com/rss2/daily.xml,Emerald Professional Protection Products Reports - China Tariffs Start to Bite Infection Control Industry,alternate,text/html,https://www.prweb.com/releases/emerald_professional_protection_products_reports_china_tariffs_start_to_bite_infection_control_industry/prweb16683057.htm,https://www.prweb.com/releases/emerald_professional_protection_products_reports_china_tariffs_start_to_bite_infection_control_industry/prweb16683057.htm,"Tue, 05 Nov 2019 08:00:00 GMT","time.struct_time(tm_year=2019, tm_mon=11, tm_mday=5, tm_hour=8, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=309, tm_isdst=0)","<p>As everyone is no doubt aware by now, the US trade administration has imposed additional tariffs on a wide range of disposable products from China. As older inventories carried by importers begin to run out, users of infection control and hygiene products are getting serious sticker shock. Most costs have gone up by 15-25%. These single-use essentials are not easily manufactured elsewhere outside of China as they are labor intensive and low margin items.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/emerald_professional_protection_products_reports_china_tariffs_start_to_bite_infection_control_industry/prweb16683057.htm"" rel=""nofollow"">https://www.prweb.com/releases/emerald_professional_protection_products_reports_china_tariffs_start_to_bite_infection_control_industry/prweb16683057.htm</a></p>",text/html,,http://www.prweb.com/rss2/daily.xml,"<p>As everyone is no doubt aware by now, the US trade administration has imposed additional tariffs on a wide range of disposable products from China. As older inventories carried by importers begin to run out, users of infection control and hygiene products are getting serious sticker shock. Most costs have gone up by 15-25%. These single-use essentials are not easily manufactured elsewhere outside of China as they are labor intensive and low margin items.</p><p>(PRWeb November 05, 2019)</p><p>Read the full story at <a href=""https://www.prweb.com/releases/emerald_professional_protection_products_reports_china_tariffs_start_to_bite_infection_control_industry/prweb16683057.htm"" rel=""nofollow"">https://www.prweb.com/releases/emerald_professional_protection_products_reports_china_tariffs_start_to_bite_infection_control_industry/prweb16683057.htm</a></p>",https://www.prweb.com/releases/emerald_professional_protection_products_reports_china_tariffs_start_to_bite_infection_control_industry/prweb16683057.htm,False,prweb
