symbol,name,sector,price,price_chg,price__chg,vol_rate,avg_dly__vol_000,mkt_val_mil_usd,pe_ratio,company_description,industry_sector,industry_group,isin,major_industry,headquarters,exchange_primary_listing,exchange,trading_country
C,Citigroup Inc,Financial,52.6,-2.39,-4.346244,198.3017499,1159866,159535,13,"GLOBAL HOLDING COMPANY OFFERING BANKING, INVESTMENT, INSURAN CE AND CREDIT CARD SERVICES IN MORE THAN 160 COUNTRIES. 2012 REVENUES, NET OF INTEREST EXPENSE, BY SEGMENT IN %: GLOBAL CONSUMER BANKING 57; INSTITUTIONAL CLIENTS 44; AND CITI HOLDINGS -1. REVENUES BY AREA IN %: NORTH AMERICA 42; ASIA 21; LATIN AMERICA 21; AND EUROPE, MIDDLE EAST AND AFRICA 16. AS OF 12/12, TOTAL ASSETS STOOD AT $1.86 TRIL, DOWN 1% FROM 12/ 11.",BANKS,Banks-Money Center,US1729674242,Bank-Money Center,"New York, NY",Yes,NYSE,UNITED STATES
SPY,Spdr S&P 500,Financial,184.42,-0.245,-0.132676,-33.58178123,18682939,159386,,"EXCHANGE-TRADED FUND SEEKING PERFORMANCE CORRESPONDING TO THE STANDARD AND POOR'S 500 INDEX. STATE STREET GLOBAL ADVISORS ACTS AS THE FUND'S INVESTMENT ADVISOR. AS OF 11/11, INVESTMENTS BY SECTOR IN %: INFORMATION TECHNOLOGY 19; FINANCIALS 14; ENERGY 12; HEALTH CARE 11; CONSUMER STAPLES 11; CONSUMER DISCRETIONARY 11; INDUSTRIALS 11; UTILITIES 4; AND OTHER 7. 2010-11 PORTFOLIO TURNOVER RATE WAS 4% VS 5% IN 2009-10.",MISC,Finance-ETF / ETN,US78462F1030,Brokerage & Invst Mgmt,"Boston, MA",Yes,NYSE ARCA,UNITED STATES
BSC.AR,Banco Santander (Bue),Financial,92,7.95,9.458655562,-30.77945084,208,158945,28,"BANCO SANTANDER SA IS A SPAIN-BASED COMMERCIAL BANK. THE BANK OPERATES PRINCIPALLY IN SPAIN, THE UNITED KINGDOM, PORTUGAL, THE LATIN AMERICAN COUNTRIES AND THE UNITED STATES. IT OPERATES FOUR SEGMENTS: CONTINENTAL EUROPE, THE UNITED KINGDOM, LATIN AMERICA AND SOVEREIGN. CONTINENTAL EUROPE SEGMENT COVERS ALL RETAIL BANKING BUSINESS, WHOLESALE BANKING AND ASSET MANAGEMENT AND INSURANCE CONDUCTED IN EUROPE, UNDER SUCH NAMES AS SANTANDER TOTTA, SANTANDER CONSUMER BANK AND BANK ZACHODNI WBK, AMONG OTHERS. THE UNITED KINGDOM INCLUDES RETAIL AND WHOLESALE BANKING, ASSET MANAGEMENT AND INSURANCE. LATIN AMERICA INCLUDES THE SPECIALIZED UNITS IN SANTANDER PRIVATE BANKING, AS AN INDEPENDENT GLOBALLY MANAGED UNIT. SOVEREIGN INCLUDES ALL THE FINANCIAL ACTIVITIES OF ITS SUBSIDIARY SOVEREIGN BANK IN THE UNITED STATES, WHICH INCLUDES RETAIL AND WHOLESALE BANKING, ASSET MANAGEMENT AND INSURANCE. IN JUNE 2013, THE ",BANKS,Banks-Money Center,ES0113900J37,Bank-Money Center,,"No (MADRID-SIBE, SCH.ES)",BUENOS AIRES,ARGENTINA
6MKX.DE,Merck (Xet),Health Care,38.9,0.02,0.051440329,24.04317959,40,154601,32,"MERCK & CO., INC. (MERCK) IS A GLOBAL HEALTH CARE COMPANY THAT DELIVERS HEALTH SOLUTIONS THROUGH ITS PRESCRIPTION MEDICINES, VACCINES, BIOLOGIC THERAPIES, ANIMAL HEALTH, AND CONSUMER CARE PRODUCTS, WHICH IT MARKETS DIRECTLY AND THROUGH ITS JOINT VENTURES. THE COMPANY CONSISTS OF FOUR OPERATING SEGMENTS, WHICH ARE THE PHARMACEUTICAL, ANIMAL HEALTH, CONSUMER CARE AND ALLIANCES SEGMENTS, AND ONE REPORTABLE SEGMENT, WHICH IS THE PHARMACEUTICAL SEGMENT. THE PHARMACEUTICAL SEGMENT INCLUDES HUMAN HEALTH PHARMACEUTICAL AND VACCINE PRODUCTS MARKETED EITHER DIRECTLY BY THE COMPANY OR THROUGH JOINT VENTURES. HUMAN HEALTH PHARMACEUTICAL PRODUCTS CONSIST OF THERAPEUTIC AND PREVENTIVE AGENTS, GENERALLY SOLD BY PRESCRIPTION, FOR THE TREATMENT OF HUMAN DISORDERS. EFFECTIVE FEBRUARY 25, 2013, DASHTAG, A UNIT OF MERCK & CO INC'S SCHERING PLOUGH CORP SUBSIDIARY ACQUIRED 17.95% INTEREST IN FULFORD (INDIA) LTD.",MEDICAL,Medical-Ethical Drugs,US58933Y1055,Healthcare-Drug/Diversfd,,"No (NYSE, MRK)",XETRA,GERMANY
MRK,Merck & Co,Health Care,52.5,-0.02,-0.03808,-33.53840354,612950,153401,15,"DEVELOPS PRESCRIPTION DRUGS IN THE AREAS OF DIABETES, OBESIT Y, RESPIRATORY, CARDIOVASCULAR, WOMEN'S HEALTH AND OTHERS. 2 012 REVENUES BY SEGMENT IN %: PHARMACEUTICAL 77; VACCINE 10; AND OTHER 13. TOP PRODUCT REVENUES IN %: JANUVIA (DIABETES) 9; SINGULAIR (ASTHMA) 8; ZETIA 5; REMICADE 4; VYTORIN 4; JAN UMET 4; COZAAR/HYZAAR 3; ISENTRESS 3; NASONEX 3; GARDASIL 3. REVENUES BY AREA IN %: U.S. 43; EUROPE/MIDDLE EAST/AFRICA 2 7; JAPAN 11; AND OTHER 19.",MEDICAL,Medical-Ethical Drugs,US58933Y1055,Healthcare-Drug/Diversfd,"Whitehouse Station, NJ",Yes,NYSE,UNITED STATES
6MK.DE,Merck & Co. (Fra),Health Care,38.6,0,0,-100,88,153389,32,"MERCK & CO., INC. (MERCK) IS A GLOBAL HEALTH CARE COMPANY THAT DELIVERS HEALTH SOLUTIONS THROUGH ITS PRESCRIPTION MEDICINES, VACCINES, BIOLOGIC THERAPIES, ANIMAL HEALTH, AND CONSUMER CARE PRODUCTS, WHICH IT MARKETS DIRECTLY AND THROUGH ITS JOINT VENTURES. THE COMPANY CONSISTS OF FOUR OPERATING SEGMENTS, WHICH ARE THE PHARMACEUTICAL, ANIMAL HEALTH, CONSUMER CARE AND ALLIANCES SEGMENTS, AND ONE REPORTABLE SEGMENT, WHICH IS THE PHARMACEUTICAL SEGMENT. THE PHARMACEUTICAL SEGMENT INCLUDES HUMAN HEALTH PHARMACEUTICAL AND VACCINE PRODUCTS MARKETED EITHER DIRECTLY BY THE COMPANY OR THROUGH JOINT VENTURES. HUMAN HEALTH PHARMACEUTICAL PRODUCTS CONSIST OF THERAPEUTIC AND PREVENTIVE AGENTS, GENERALLY SOLD BY PRESCRIPTION, FOR THE TREATMENT OF HUMAN DISORDERS. EFFECTIVE FEBRUARY 25, 2013, DASHTAG, A UNIT OF MERCK & CO INC'S SCHERING PLOUGH CORP SUBSIDIARY ACQUIRED 17.95% INTEREST IN FULFORD (INDIA) LTD.",MEDICAL,Medical-Ethical Drugs,US58933Y1055,Healthcare-Drug/Diversfd,,"No (NYSE, MRK)",FRANKFURT,GERMANY
MERC.FR,Merck (Par),Health Care,38.5,-0.3,-0.773195876,-93.55877617,48,153011,32,"MERCK & CO., INC. (MERCK) IS A GLOBAL HEALTH CARE COMPANY THAT DELIVERS HEALTH SOLUTIONS THROUGH ITS PRESCRIPTION MEDICINES, VACCINES, BIOLOGIC THERAPIES, ANIMAL HEALTH, AND CONSUMER CARE PRODUCTS, WHICH IT MARKETS DIRECTLY AND THROUGH ITS JOINT VENTURES. THE COMPANY CONSISTS OF FOUR OPERATING SEGMENTS, WHICH ARE THE PHARMACEUTICAL, ANIMAL HEALTH, CONSUMER CARE AND ALLIANCES SEGMENTS, AND ONE REPORTABLE SEGMENT, WHICH IS THE PHARMACEUTICAL SEGMENT. THE PHARMACEUTICAL SEGMENT INCLUDES HUMAN HEALTH PHARMACEUTICAL AND VACCINE PRODUCTS MARKETED EITHER DIRECTLY BY THE COMPANY OR THROUGH JOINT VENTURES. HUMAN HEALTH PHARMACEUTICAL PRODUCTS CONSIST OF THERAPEUTIC AND PREVENTIVE AGENTS, GENERALLY SOLD BY PRESCRIPTION, FOR THE TREATMENT OF HUMAN DISORDERS. EFFECTIVE FEBRUARY 25, 2013, DASHTAG, A UNIT OF MERCK & CO INC'S SCHERING PLOUGH CORP SUBSIDIARY ACQUIRED 17.95% INTEREST IN FULFORD (INDIA) LTD.",MEDICAL,Medical-Ethical Drugs,US58933Y1055,Healthcare-Drug/Diversfd,,"No (NYSE, MRK)",PARIS-SBF,FRANCE
BPE5.DE,Bp (Fra),Energy,5.98,0,0,-100,350,151082,6,"BP P.L.C. (BP), IS AN INTEGRATED OIL AND GAS COMPANY. THE COMPANY OPERATES IN TWO BUSINESS SEGMENTS: EXPLORATION AND PRODUCTION, AND REFINING AND MARKETING. ITS EXPLORATION AND PRODUCTION SEGMENT IS RESPONSIBLE FOR ITS ACTIVITIES IN OIL AND NATURAL GAS EXPLORATION, FIELD DEVELOPMENT AND PRODUCTION; MIDSTREAM TRANSPORTATION, STORAGE AND PROCESSING, AND THE MARKETING AND TRADING OF NATURAL GAS, INCLUDING LIQUEFIED NATURAL GAS, TOGETHER WITH POWER AND NATURAL GAS LIQUIDS. ITS REFINING AND MARKETING SEGMENT IS RESPONSIBLE FOR THE REFINING, MANUFACTURING, MARKETING, TRANSPORTATION, AND SUPPLY AND TRADING OF CRUDE OIL, PETROLEUM, PETROCHEMICALS PRODUCTS AND RELATED SERVICES TO WHOLESALE AND RETAIL CUSTOMERS. THE SEGMENT COMPRISES THREE MAIN BUSINESSES: FUELS, LUBRICANTS AND PETROCHEMICALS. EFFECTIVE JANUARY 2, 2014, BP PLC ACQUIRED A 25% STAKE IN BAHIA DE BIZKAIA ELECTRICIDAD SL.",ENERGY,Oil&Gas-Integrated,GB0007980591,,England,"No (LONDON, BP.GB)",FRANKFURT,GERMANY
BP,B P Plc Adr,Energy,47.91,-0.19,-0.39501,-7.958238544,236806,150655,11,"BRITISH COMPANY ENGAGED IN THE EXPLORATION, PRODUCTION, REFI NING, MARKETING AND TRANSPORTATION OF OIL AND GAS GLOBALLY. AS OF 12/12, PROVED RESERVES STOOD AT 10.05 BIL BBLS OF OIL AND 40.3 TRIL CU FT OF GAS. OWNS OR HAS INTERESTS IN 16 REFINERIES WITH A THROUGHPUT CAPACITY OF 2.68 MIL BBLS PER DAY. 2012 REVENUES BY SEGMENT IN %: DOWNSTREAM 82; UPSTREAM 17; AND OTHER 1. REVENUES BY AREA IN %: NON-U.S. 65; AND U.S. 35 .",ENERGY,Oil&Gas-Integrated,US0556221044,Oil&Gas-Integrated,UNITED KINGDOM,Yes,NYSE,UNITED STATES
ITL.CN,Industrial & Coml.Bk.Of China 'A',Financial,3.43,-0.03,-0.867052023,13.64658917,233547,150109,5,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED (ICBC) IS INVOLVED IN THE PROVISION OF BANKING AND RELATED FINANCIAL SERVICES. THE BANK PROVIDES PERSONAL BANKING SERVICES, INCLUDING PERSONAL DEPOSITS, PERSONAL LOANS, BANK CARDS, CREDIT CARDS, PRIVATE BANKING, FUND INVESTMENT AND PERSONAL FINANCING SERVICES; CORPORATE BANKING SERVICES, INCLUDING CORPORATE DEPOSITS, LOANS, INTERNATIONAL SETTLEMENTS, INTERNATIONAL FINANCING, MANAGEMENT OF CORPORATE ANNUITY, ASSETS CUSTODY, INVESTMENT BANKING AND TRADE FINANCING SERVICES; ELECTRONIC BANKING SERVICES, INCLUDING ONLINE BANKING, TELEPHONE BANKING AND MOBILE PHONE BANKING SERVICES, AMONG OTHERS, AS WELL AS SELF-SERVICE BANKING BUSINESS. THE BANK ALSO INVOLVES IN PROVISION OF FINANCIAL CONSULTING AND CHARGE AGENCY SERVICES.",BANKS,Banks-Money Center,CNE000001P37,Bank-Money Center,Beijing,Yes,SHANGHAI,CHINA
BSU.DE,Bp Spn.Adr (Fra),Energy,35.53,0,0,-100,13,149684,6,"BP P.L.C. (BP), IS AN INTEGRATED OIL AND GAS COMPANY. THE COMPANY OPERATES IN TWO BUSINESS SEGMENTS: EXPLORATION AND PRODUCTION, AND REFINING AND MARKETING. ITS EXPLORATION AND PRODUCTION SEGMENT IS RESPONSIBLE FOR ITS ACTIVITIES IN OIL AND NATURAL GAS EXPLORATION, FIELD DEVELOPMENT AND PRODUCTION; MIDSTREAM TRANSPORTATION, STORAGE AND PROCESSING, AND THE MARKETING AND TRADING OF NATURAL GAS, INCLUDING LIQUEFIED NATURAL GAS, TOGETHER WITH POWER AND NATURAL GAS LIQUIDS. ITS REFINING AND MARKETING SEGMENT IS RESPONSIBLE FOR THE REFINING, MANUFACTURING, MARKETING, TRANSPORTATION, AND SUPPLY AND TRADING OF CRUDE OIL, PETROLEUM, PETROCHEMICALS PRODUCTS AND RELATED SERVICES TO WHOLESALE AND RETAIL CUSTOMERS. THE SEGMENT COMPRISES THREE MAIN BUSINESSES: FUELS, LUBRICANTS AND PETROCHEMICALS. EFFECTIVE JANUARY 2, 2014, BP PLC ACQUIRED A 25% STAKE IN BAHIA DE BIZKAIA ELECTRICIDAD SL.",ENERGY,Oil&Gas-Integrated,US0556221044,,England,"No (NYSE, BP)",FRANKFURT,GERMANY
BSUX.DE,Bp Adr (Xet),Energy,35.32,-0.42,-1.175153889,-32.01754386,8,148749,6,"BP P.L.C. (BP), IS AN INTEGRATED OIL AND GAS COMPANY. THE COMPANY OPERATES IN TWO BUSINESS SEGMENTS: EXPLORATION AND PRODUCTION, AND REFINING AND MARKETING. ITS EXPLORATION AND PRODUCTION SEGMENT IS RESPONSIBLE FOR ITS ACTIVITIES IN OIL AND NATURAL GAS EXPLORATION, FIELD DEVELOPMENT AND PRODUCTION; MIDSTREAM TRANSPORTATION, STORAGE AND PROCESSING, AND THE MARKETING AND TRADING OF NATURAL GAS, INCLUDING LIQUEFIED NATURAL GAS, TOGETHER WITH POWER AND NATURAL GAS LIQUIDS. ITS REFINING AND MARKETING SEGMENT IS RESPONSIBLE FOR THE REFINING, MANUFACTURING, MARKETING, TRANSPORTATION, AND SUPPLY AND TRADING OF CRUDE OIL, PETROLEUM, PETROCHEMICALS PRODUCTS AND RELATED SERVICES TO WHOLESALE AND RETAIL CUSTOMERS. THE SEGMENT COMPRISES THREE MAIN BUSINESSES: FUELS, LUBRICANTS AND PETROCHEMICALS. EFFECTIVE JANUARY 2, 2014, BP PLC ACQUIRED A 25% STAKE IN BAHIA DE BIZKAIA ELECTRICIDAD SL.",ENERGY,Oil&Gas-Integrated,US0556221044,,England,"No (NYSE, BP)",XETRA,GERMANY
BP5X.DE,Bp (Xet),Energy,5.88,-0.024,-0.406228842,1.812387554,844,148682,6,"BP P.L.C. (BP), IS AN INTEGRATED OIL AND GAS COMPANY. THE COMPANY OPERATES IN TWO BUSINESS SEGMENTS: EXPLORATION AND PRODUCTION, AND REFINING AND MARKETING. ITS EXPLORATION AND PRODUCTION SEGMENT IS RESPONSIBLE FOR ITS ACTIVITIES IN OIL AND NATURAL GAS EXPLORATION, FIELD DEVELOPMENT AND PRODUCTION; MIDSTREAM TRANSPORTATION, STORAGE AND PROCESSING, AND THE MARKETING AND TRADING OF NATURAL GAS, INCLUDING LIQUEFIED NATURAL GAS, TOGETHER WITH POWER AND NATURAL GAS LIQUIDS. ITS REFINING AND MARKETING SEGMENT IS RESPONSIBLE FOR THE REFINING, MANUFACTURING, MARKETING, TRANSPORTATION, AND SUPPLY AND TRADING OF CRUDE OIL, PETROLEUM, PETROCHEMICALS PRODUCTS AND RELATED SERVICES TO WHOLESALE AND RETAIL CUSTOMERS. THE SEGMENT COMPRISES THREE MAIN BUSINESSES: FUELS, LUBRICANTS AND PETROCHEMICALS. EFFECTIVE JANUARY 2, 2014, BP PLC ACQUIRED A 25% STAKE IN BAHIA DE BIZKAIA ELECTRICIDAD SL.",ENERGY,Oil&Gas-Integrated,GB0007980591,,England,"No (LONDON, BP.GB)",XETRA,GERMANY
BP.GB,Bp,Energy,4.89,-0.034,-0.689865071,11.93708049,110826,148566,6,"BP P.L.C. (BP), IS AN INTEGRATED OIL AND GAS COMPANY. THE COMPANY OPERATES IN TWO BUSINESS SEGMENTS: EXPLORATION AND PRODUCTION, AND REFINING AND MARKETING. ITS EXPLORATION AND PRODUCTION SEGMENT IS RESPONSIBLE FOR ITS ACTIVITIES IN OIL AND NATURAL GAS EXPLORATION, FIELD DEVELOPMENT AND PRODUCTION; MIDSTREAM TRANSPORTATION, STORAGE AND PROCESSING, AND THE MARKETING AND TRADING OF NATURAL GAS, INCLUDING LIQUEFIED NATURAL GAS, TOGETHER WITH POWER AND NATURAL GAS LIQUIDS. ITS REFINING AND MARKETING SEGMENT IS RESPONSIBLE FOR THE REFINING, MANUFACTURING, MARKETING, TRANSPORTATION, AND SUPPLY AND TRADING OF CRUDE OIL, PETROLEUM, PETROCHEMICALS PRODUCTS AND RELATED SERVICES TO WHOLESALE AND RETAIL CUSTOMERS. THE SEGMENT COMPRISES THREE MAIN BUSINESSES: FUELS, LUBRICANTS AND PETROCHEMICALS. EFFECTIVE JANUARY 2, 2014, BP PLC ACQUIRED A 25% STAKE IN BAHIA DE BIZKAIA ELECTRICIDAD SL.",ENERGY,Oil&Gas-Integrated,GB0007980591,,England,Yes,LONDON,UNITED KINGDOM
BRHX.DE,Berkshire Hath A (Xet),Capital Equipment,125500,0,0,,0,147486,15,"BERKSHIRE HATHAWAY INC. (BERKSHIRE) IS A HOLDING COMPANY OWNING SUBSIDIARIES ENGAGED IN A NUMBER OF DIVERSE BUSINESS ACTIVITIES. THE COMPANY IS ENGAGED IN THE INSURANCE BUSINESSES CONDUCTED ON BOTH A PRIMARY BASIS AND A REINSURANCE BASIS, A FREIGHT RAIL TRANSPORTATION BUSINESS AND A GROUP OF UTILITY, AND ENERGY GENERATION AND DISTRIBUTION BUSINESSES. BERKSHIRE ALSO OWNS AND OPERATES A NUMBER OF OTHER BUSINESSES ENGAGED IN A VARIETY OF ACTIVITIES. IN OCTOBER 2012, HOMESERVICES ACQUIRED A 66.7% INTEREST IN THE RESIDENTIAL REAL ESTATE BROKERAGE FRANCHISE NETWORK IN THE UNITED STATES. THE COMPANY'S INSURANCE UNDERWRITING OPERATIONS ARE CONSISTED OF THE SUB-GROUPS, INCLUDING GEICO AND ITS SUBSIDIARIES, GENERAL RE AND ITS SUBSIDIARIES, BERKSHIRE HATHAWAY REINSURANCE GROUP AND BERKSHIRE HATHAWAY PRIMARY GROUP. IN MAY 2013, BERKSHIRE ACQUIRED THE REMAINING 20% STAKE IN IMC INTERNATIONAL METALWORKING COMPA",MISC,Diversified Operations,US0846701086,Insurance-Acc&Health,,"No (NYSE, BRKA)",XETRA,GERMANY
BRH.DE,Berkshire Hathaway (Fra),Capital Equipment,125163.7,0,0,,0,147091,15,"BERKSHIRE HATHAWAY INC. (BERKSHIRE) IS A HOLDING COMPANY OWNING SUBSIDIARIES ENGAGED IN A NUMBER OF DIVERSE BUSINESS ACTIVITIES. THE COMPANY IS ENGAGED IN THE INSURANCE BUSINESSES CONDUCTED ON BOTH A PRIMARY BASIS AND A REINSURANCE BASIS, A FREIGHT RAIL TRANSPORTATION BUSINESS AND A GROUP OF UTILITY, AND ENERGY GENERATION AND DISTRIBUTION BUSINESSES. BERKSHIRE ALSO OWNS AND OPERATES A NUMBER OF OTHER BUSINESSES ENGAGED IN A VARIETY OF ACTIVITIES. IN OCTOBER 2012, HOMESERVICES ACQUIRED A 66.7% INTEREST IN THE RESIDENTIAL REAL ESTATE BROKERAGE FRANCHISE NETWORK IN THE UNITED STATES. THE COMPANY'S INSURANCE UNDERWRITING OPERATIONS ARE CONSISTED OF THE SUB-GROUPS, INCLUDING GEICO AND ITS SUBSIDIARIES, GENERAL RE AND ITS SUBSIDIARIES, BERKSHIRE HATHAWAY REINSURANCE GROUP AND BERKSHIRE HATHAWAY PRIMARY GROUP. IN MAY 2013, BERKSHIRE ACQUIRED THE REMAINING 20% STAKE IN IMC INTERNATIONAL METALWORKING COMPA",MISC,Diversified Operations,US0846701086,Insurance-Acc&Health,,"No (NYSE, BRKA)",FRANKFURT,GERMANY
FB,Facebook Inc Cl A,Technology,57.19,-0.41,-0.711805,-48.25063027,3840670,145274,79,"PROVIDES A SOCIAL NETWORKING PLATFORM ENABLING MEMBERS TO ST AY CONNECTED WITH FRIENDS AND FAMILY VIA FACEBOOK.COM. ALSO ALLOWS DEVELOPERS AND ADVERTISERS TO CREATE APPLICATIONS AND WEBSITES TO REACH USERS. 2012 REVENUES BY SEGMENT IN %: ADVERTISING 84; AND PAYMENTS AND OTHER FEES 16. REVENUES BY AR EA IN %: U.S. 51; AND REST OF THE WORLD 49. AS OF 12/12, HAD 1.06 BIL MONTHLY ACTIVE USERS AND 618 MIL DAILY ACTIVE USER S.",INTERNET,Internet-Content,US30303M1027,Internet,"Menlo Park, CA",Yes,NASDAQ,UNITED STATES
TOTB.DE,Total (Fra),Energy,43.8,0,0,-100,382,141582,11,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH",ENERGY,Oil&Gas-Integrated,FR0000120271,,Courbevoie,"No (PARIS-SBF, TAL.FR)",FRANKFURT,GERMANY
TAL.FR,Total,Energy,43.7,-0.205,-0.466917208,-23.56930726,185007,141272,11,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH",ENERGY,Oil&Gas-Integrated,FR0000120271,,Courbevoie,Yes,PARIS-SBF,FRANCE
TOTX.DE,Total Sa (Xet),Energy,43.64,-0.3,-0.682826903,11.57723897,887,141062,11,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH",ENERGY,Oil&Gas-Integrated,FR0000120271,,Courbevoie,"No (PARIS-SBF, TAL.FR)",XETRA,GERMANY
TOTA.IT,Total (Mil),Energy,43.62,-0.27,-0.615174299,-34.57538995,50,141013,11,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH",ENERGY,Oil&Gas-Integrated,FR0000120271,,Courbevoie,"No (PARIS-SBF, TAL.FR)",MILAN,ITALY
